index,unique_id,ds,AutoARIMA,AutoARIMA/BottomUp
133,Cadillac,2027-02-01,1.7350489,104.92469835281372
134,Cadillac,2027-03-01,1.7345184,104.92469835281372
135,Cadillac,2027-04-01,1.733998,104.92469835281372
136,Cadillac,2027-05-01,1.7334872,104.92469835281372
137,Cadillac,2027-06-01,1.7329862,104.92469835281372
138,Cadillac,2027-07-01,1.7324945,104.92469835281372
139,Cadillac,2027-08-01,1.732012,104.92469835281372
140,Cadillac,2027-09-01,1.7315387,104.92469835281372
141,Cadillac,2027-10-01,1.7310742,104.92469835281372
142,Cadillac,2027-11-01,1.7306185,104.92469835281372
143,Cadillac,2027-12-01,1.7301713,104.92469835281372
144,Chevrolet,2027-01-01,4.0935836,191.31818968057632
145,Chevrolet,2027-02-01,4.2640557,190.1064768433571
146,Chevrolet,2027-03-01,4.37289,191.47713059186935
147,Chevrolet,2027-04-01,4.39608,191.47169142961502
148,Chevrolet,2027-05-01,4.407382,190.63833510875702
149,Chevrolet,2027-06-01,4.4102716,191.37253314256668
150,Chevrolet,2027-07-01,4.411482,191.723506629467
151,Chevrolet,2027-08-01,4.411827,190.33078014850616
152,Chevrolet,2027-09-01,4.411959,191.66311484575272
153,Chevrolet,2027-10-01,4.4119997,190.25968980789185
154,Chevrolet,2027-11-01,4.412014,190.9682583808899
155,Chevrolet,2027-12-01,4.412019,191.46543633937836
156,Chrysler,2027-01-01,2.8488567,141.83345997333527
157,Chrysler,2027-02-01,2.831829,141.6854830980301
158,Chrysler,2027-03-01,2.690303,141.86753463745117
159,Chrysler,2027-04-01,2.622583,141.87968802452087
160,Chrysler,2027-05-01,2.6549554,141.8894304037094
161,Chrysler,2027-06-01,2.4846926,141.89723992347717
162,Chrysler,2027-07-01,2.5118282,141.90350019931793
163,Chrysler,2027-08-01,2.6469116,142.05571901798248
164,Chrysler,2027-09-01,2.5412834,141.91254127025604
165,Chrysler,2027-10-01,2.6573622,141.9157658815384
166,Chrysler,2027-11-01,2.3373177,141.921688914299
167,Chrysler,2027-12-01,2.4684305,141.92376101016998
168,Dodge,2027-01-01,3.9312947,233.11359667778015
169,Dodge,2027-02-01,3.907182,233.11359667778015
170,Dodge,2027-03-01,3.883839,233.11359667778015
171,Dodge,2027-04-01,3.8612409,233.11359667778015
172,Dodge,2027-05-01,3.839364,233.11359667778015
173,Dodge,2027-06-01,3.8181856,233.11359667778015
174,Dodge,2027-07-01,3.797683,233.11359667778015
175,Dodge,2027-08-01,3.7778347,233.11359667778015
176,Dodge,2027-09-01,3.75862,233.11359667778015
177,Dodge,2027-10-01,3.7400186,233.11359667778015
178,Dodge,2027-11-01,3.722011,233.11359667778015
179,Dodge,2027-12-01,3.7045782,233.11359667778015
180,Ford,2027-01-01,3.5519059,232.5226455926895
181,Ford,2027-02-01,3.5421493,232.538640499115
182,Ford,2027-03-01,3.532602,232.538640499115
183,Ford,2027-04-01,3.5232599,232.538640499115
184,Ford,2027-05-01,3.5141182,232.538640499115
185,Ford,2027-06-01,3.5051725,232.538640499115
186,Ford,2027-07-01,3.496419,232.538640499115
187,Ford,2027-08-01,3.4878533,232.538640499115
188,Ford,2027-09-01,3.4794714,232.538640499115
189,Ford,2027-10-01,3.4712696,232.538640499115
190,Ford,2027-11-01,3.4632437,232.538640499115
191,Ford,2027-12-01,3.4553902,232.538640499115
192,Honda,2027-01-01,2.0972483,103.98711109161377
193,Honda,2027-02-01,2.043231,103.96238899230957
194,Honda,2027-03-01,1.9249169,103.94702422618866
195,Honda,2027-04-01,2.0391757,103.9374749660492
196,Honda,2027-05-01,2.036629,103.93154001235962
197,Honda,2027-06-01,2.0364382,103.92785155773163
198,Honda,2027-07-01,2.0399022,103.92555904388428
199,Honda,2027-08-01,2.1007252,103.92413437366486
200,Honda,2027-09-01,1.9859293,103.92324888706207
201,Honda,2027-10-01,1.9826115,103.92269849777222
202,Honda,2027-11-01,2.0401149,103.9223564863205
203,Honda,2027-12-01,2.039935,103.92214393615723
204,Hyundai,2027-01-01,1.32,63.51609945297241
205,Hyundai,2027-02-01,1.32,63.51609945297241
206,Hyundai,2027-03-01,1.32,63.51609945297241
207,Hyundai,2027-04-01,1.32,63.51609945297241
208,Hyundai,2027-05-01,1.32,63.51609945297241
209,Hyundai,2027-06-01,1.32,63.51609945297241
210,Hyundai,2027-07-01,1.32,63.51609945297241
211,Hyundai,2027-08-01,1.32,63.51609945297241
212,Hyundai,2027-09-01,1.32,63.51609945297241
213,Hyundai,2027-10-01,1.32,63.51609945297241
214,Hyundai,2027-11-01,1.32,63.51609945297241
215,Hyundai,2027-12-01,1.32,63.51609945297241
216,Infiniti,2027-01-01,1.231579,21.217247486114502
217,Infiniti,2027-02-01,1.231579,21.217247486114502
218,Infiniti,2027-03-01,1.231579,21.217247486114502
219,Infiniti,2027-04-01,1.231579,21.217247486114502
220,Infiniti,2027-05-01,1.231579,21.217247486114502
221,Infiniti,2027-06-01,1.231579,21.217247486114502
222,Infiniti,2027-07-01,1.231579,21.217247486114502
223,Infiniti,2027-08-01,1.231579,21.217247486114502
224,Infiniti,2027-09-01,1.231579,21.217247486114502
225,Infiniti,2027-10-01,1.231579,21.217247486114502
226,Infiniti,2027-11-01,1.231579,21.217247486114502
227,Infiniti,2027-12-01,1.231579,21.217247486114502
228,Jaguar,2027-01-01,1.1550224,21.08823525905609
229,Jaguar,2027-02-01,1.1677728,21.08823525905609
230,Jaguar,2027-03-01,1.1677728,21.08823525905609
231,Jaguar,2027-04-01,1.1677728,21.08823525905609
232,Jaguar,2027-05-01,1.1677728,21.08823525905609
233,Jaguar,2027-06-01,1.1677728,21.08823525905609
234,Jaguar,2027-07-01,1.1677728,21.08823525905609
235,Jaguar,2027-08-01,1.1677728,21.08823525905609
236,Jaguar,2027-09-01,1.1677728,21.08823525905609
237,Jaguar,2027-10-01,1.1677728,21.08823525905609
238,Jaguar,2027-11-01,1.1677728,21.08823525905609
239,Jaguar,2027-12-01,1.1677728,21.08823525905609
240,Jeep,2027-01-01,1.2646323,63.29559946060181
241,Jeep,2027-02-01,1.2857713,63.29559946060181
242,Jeep,2027-03-01,1.3059673,63.29559946060181
243,Jeep,2027-04-01,1.3059673,63.29559946060181
244,Jeep,2027-05-01,1.3059673,63.29559946060181
245,Jeep,2027-06-01,1.3059673,63.29559946060181
246,Jeep,2027-07-01,1.3059673,63.29559946060181
247,Jeep,2027-08-01,1.3059673,63.29559946060181
248,Jeep,2027-09-01,1.3059673,63.29559946060181
249,Jeep,2027-10-01,1.3059673,63.29559946060181
250,Jeep,2027-11-01,1.3059673,63.29559946060181
251,Jeep,2027-12-01,1.3059673,63.29559946060181
252,Lexus,2027-01-01,2.0299501,121.89728677272797
253,Lexus,2027-02-01,2.027681,121.69728672504425
254,Lexus,2027-03-01,2.0254843,121.69728684425354
255,Lexus,2027-04-01,2.0233579,121.69728684425354
256,Lexus,2027-05-01,2.0212991,121.69728684425354
257,Lexus,2027-06-01,2.0193062,121.69728684425354
258,Lexus,2027-07-01,2.0173767,121.69728684425354
259,Lexus,2027-08-01,2.015509,121.69728684425354
260,Lexus,2027-09-01,2.0137007,121.69728684425354
261,Lexus,2027-10-01,2.01195,121.69728684425354
262,Lexus,2027-11-01,2.0102553,121.69728684425354
263,Lexus,2027-12-01,2.0086148,121.69728684425354
264,Lincoln,2027-01-01,1.580825,63.35096716880798
265,Lincoln,2027-02-01,1.580825,63.319746017456055
266,Lincoln,2027-03-01,1.580825,63.319746017456055
267,Lincoln,2027-04-01,1.580825,63.319746017456055
268,Lincoln,2027-05-01,1.580825,63.319746017456055
269,Lincoln,2027-06-01,1.580825,63.319746017456055
270,Lincoln,2027-07-01,1.580825,63.319746017456055
271,Lincoln,2027-08-01,1.580825,63.319746017456055
272,Lincoln,2027-09-01,1.580825,63.319746017456055
273,Lincoln,2027-10-01,1.580825,63.319746017456055
274,Lincoln,2027-11-01,1.580825,63.319746017456055
275,Lincoln,2027-12-01,1.580825,63.319746017456055
276,Mercedes-B,2027-01-01,2.7273254,186.172656416893
277,Mercedes-B,2027-02-01,2.8170588,186.172656416893
278,Mercedes-B,2027-03-01,2.8075356,186.172656416893
279,Mercedes-B,2027-04-01,2.7984037,186.172656416893
280,Mercedes-B,2027-05-01,2.7896469,186.172656416893
281,Mercedes-B,2027-06-01,2.78125,186.172656416893
282,Mercedes-B,2027-07-01,2.773198,186.172656416893
283,Mercedes-B,2027-08-01,2.7654765,186.172656416893
284,Mercedes-B,2027-09-01,2.7580724,186.172656416893
285,Mercedes-B,2027-10-01,2.7509725,186.172656416893
286,Mercedes-B,2027-11-01,2.7441642,186.172656416893
287,Mercedes-B,2027-12-01,2.7376356,186.172656416893
288,Mercury,2027-01-01,2.0104141,127.06533825397491
289,Mercury,2027-02-01,2.0108824,127.06533825397491
290,Mercury,2027-03-01,2.0113235,127.06533825397491
291,Mercury,2027-04-01,2.0117385,127.06533825397491
292,Mercury,2027-05-01,2.0121295,127.06533825397491
293,Mercury,2027-06-01,2.0124974,127.06533825397491
294,Mercury,2027-07-01,2.0128438,127.06533825397491
295,Mercury,2027-08-01,2.0131698,127.06533825397491
296,Mercury,2027-09-01,2.0134766,127.06533825397491
297,Mercury,2027-10-01,2.0137656,127.06533825397491
298,Mercury,2027-11-01,2.0140376,127.06533825397491
299,Mercury,2027-12-01,2.0142937,127.06533825397491
300,Mitsubishi,2027-01-01,3.2804966,144.89044988155365
301,Mitsubishi,2027-02-01,3.334509,144.92302572727203
302,Mitsubishi,2027-03-01,3.3367872,144.916712641716
303,Mitsubishi,2027-04-01,3.3368833,144.91148507595062
304,Mitsubishi,2027-05-01,3.3368874,144.90715646743774
305,Mitsubishi,2027-06-01,3.3368876,144.90357220172882
306,Mitsubishi,2027-07-01,3.3368876,144.90060424804688
307,Mitsubishi,2027-08-01,3.3368876,144.8981466293335
308,Mitsubishi,2027-09-01,3.3368876,144.89611160755157
309,Mitsubishi,2027-10-01,3.3368876,144.89442658424377
310,Mitsubishi,2027-11-01,3.3368876,144.89303123950958
311,Mitsubishi,2027-12-01,3.3368876,145.89187586307526
312,Nissan,2027-01-01,2.3325741,148.1836793422699
313,Nissan,2027-02-01,2.3120284,148.1836793422699
314,Nissan,2027-03-01,2.2273116,148.1836793422699
315,Nissan,2027-04-01,2.2107966,148.1836793422699
316,Nissan,2027-05-01,2.3948789,148.1836793422699
317,Nissan,2027-06-01,2.4479,148.1836793422699
318,Nissan,2027-07-01,2.2371094,148.1836793422699
319,Nissan,2027-08-01,2.093846,148.1836793422699
320,Nissan,2027-09-01,2.0842793,148.1836793422699
321,Nissan,2027-10-01,2.2745907,148.1836793422699
322,Nissan,2027-11-01,2.134308,148.1836793422699
323,Nissan,2027-12-01,2.1274137,148.1836793422699
324,Oldsmobile,2027-01-01,2.4558766,124.53819966316223
325,Oldsmobile,2027-02-01,2.4544883,124.52756071090698
326,Oldsmobile,2027-03-01,2.45317,124.52094447612762
327,Oldsmobile,2027-04-01,2.4519184,124.51808166503906
328,Oldsmobile,2027-05-01,2.45073,124.50846493244171
329,Oldsmobile,2027-06-01,2.4496017,124.50311839580536
330,Oldsmobile,2027-07-01,2.4485304,124.4977136850357
331,Oldsmobile,2027-08-01,2.4475133,124.49133372306824
332,Oldsmobile,2027-09-01,2.4465477,124.48779881000519
333,Oldsmobile,2027-10-01,2.4456308,124.48398625850677
334,Oldsmobile,2027-11-01,2.4447603,124.48084914684296
335,Oldsmobile,2027-12-01,2.4439337,124.47893738746643
336,Plymouth,2027-01-01,1.6767464,84.61305928230286
337,Plymouth,2027-02-01,1.9547491,84.61305928230286
338,Plymouth,2027-03-01,1.9408641,84.61305928230286
339,Plymouth,2027-04-01,1.6190943,84.61305928230286
340,Plymouth,2027-05-01,1.6378698,84.61305928230286
341,Plymouth,2027-06-01,1.8836986,84.61305928230286
342,Plymouth,2027-07-01,1.8631023,84.61305928230286
343,Plymouth,2027-08-01,1.6754501,84.61305928230286
344,Plymouth,2027-09-01,1.695967,84.61305928230286
345,Plymouth,2027-10-01,1.8390892,84.61305928230286
346,Plymouth,2027-11-01,1.8197603,84.61305928230286
347,Plymouth,2027-12-01,1.7106944,84.61305928230286
348,Pontiac,2027-01-01,1.9607843,106.09445238113403
349,Pontiac,2027-02-01,1.9607843,106.09445238113403
350,Pontiac,2027-03-01,1.9607843,106.09445238113403
351,Pontiac,2027-04-01,1.9607843,106.09445238113403
352,Pontiac,2027-05-01,1.9607843,106.09445238113403
353,Pontiac,2027-06-01,1.9607843,106.09445238113403
354,Pontiac,2027-07-01,1.9607843,106.09445238113403
355,Pontiac,2027-08-01,1.9607843,106.09445238113403
356,Pontiac,2027-09-01,1.9607843,106.09445238113403
357,Pontiac,2027-10-01,1.9607843,106.09445238113403
358,Pontiac,2027-11-01,1.9607843,106.09445238113403
359,Pontiac,2027-12-01,1.9607843,106.09445238113403
360,Porsche,2027-01-01,1.445869,63.53406465053558
361,Porsche,2027-02-01,1.445869,63.53406465053558
362,Porsche,2027-03-01,1.445869,63.53406465053558
363,Porsche,2027-04-01,1.445869,63.53406465053558
364,Porsche,2027-05-01,1.445869,63.53406465053558
365,Porsche,2027-06-01,1.445869,63.53406465053558
366,Porsche,2027-07-01,1.445869,63.53406465053558
367,Porsche,2027-08-01,1.445869,63.53406465053558
368,Porsche,2027-09-01,1.445869,63.53406465053558
369,Porsche,2027-10-01,1.445869,63.53406465053558
370,Porsche,2027-11-01,1.445869,63.53406465053558
371,Porsche,2027-12-01,1.445869,63.53406465053558
372,Saab,2027-01-01,1.2220039,41.09246587753296
373,Saab,2027-02-01,1.2220039,41.09246587753296
374,Saab,2027-03-01,1.2220039,41.09246587753296
375,Saab,2027-04-01,1.2220039,41.09246587753296
376,Saab,2027-05-01,1.2220039,41.09246587753296
377,Saab,2027-06-01,1.2220039,41.09246587753296
378,Saab,2027-07-01,1.2220039,41.09246587753296
379,Saab,2027-08-01,1.2220039,41.09246587753296
380,Saab,2027-09-01,1.2220039,41.09246587753296
381,Saab,2027-10-01,1.2220039,41.09246587753296
382,Saab,2027-11-01,1.2220039,41.09246587753296
383,Saab,2027-12-01,1.2220039,41.09246587753296
384,Saturn,2027-01-01,1.698425,105.51729452610016
385,Saturn,2027-02-01,1.6960582,105.51729452610016
386,Saturn,2027-03-01,1.693845,105.51729452610016
387,Saturn,2027-04-01,1.6917757,105.51729452610016
388,Saturn,2027-05-01,1.6898409,105.51729452610016
389,Saturn,2027-06-01,1.6880318,105.51729452610016
390,Saturn,2027-07-01,1.6863402,105.51729452610016
391,Saturn,2027-08-01,1.6847587,105.51729452610016
392,Saturn,2027-09-01,1.6832798,105.51729452610016
393,Saturn,2027-10-01,1.681897,105.51729452610016
394,Saturn,2027-11-01,1.6806042,105.51729452610016
395,Saturn,2027-12-01,1.6793953,105.51729452610016
396,Subaru,2027-01-01,1.4592953,42.42166519165039
397,Subaru,2027-02-01,1.4592953,42.54666519165039
398,Subaru,2027-03-01,1.4592953,42.54666519165039
399,Subaru,2027-04-01,1.4592953,42.54666519165039
400,Subaru,2027-05-01,1.4592953,42.54666519165039
401,Subaru,2027-06-01,1.4592953,42.54666519165039
402,Subaru,2027-07-01,1.4592953,42.54666519165039
403,Subaru,2027-08-01,1.4592953,42.54666519165039
404,Subaru,2027-09-01,1.4592953,42.54666519165039
405,Subaru,2027-10-01,1.4592953,42.54666519165039
406,Subaru,2027-11-01,1.4592953,42.54666519165039
407,Subaru,2027-12-01,1.4592953,42.54666519165039
408,Toyota,2027-01-01,3.1074305,182.79925453662872
409,Toyota,2027-02-01,3.0883217,182.79925453662872
410,Toyota,2027-03-01,3.0697129,182.79925453662872
411,Toyota,2027-04-01,3.051591,182.79925453662872
412,Toyota,2027-05-01,3.0339434,182.79925453662872
413,Toyota,2027-06-01,3.0167575,182.79925453662872
414,Toyota,2027-07-01,3.0000215,182.79925453662872
415,Toyota,2027-08-01,2.9837232,182.79925453662872
416,Toyota,2027-09-01,2.9678516,182.79925453662872
417,Toyota,2027-10-01,2.9523952,182.79925453662872
418,Toyota,2027-11-01,2.9373434,182.79925453662872
419,Toyota,2027-12-01,2.9226854,182.79925453662872
420,Volkswagen,2027-01-01,3.4882717,127.35495567321777
421,Volkswagen,2027-02-01,3.6172936,127.42946898937225
422,Volkswagen,2027-03-01,3.6745355,127.42946898937225
423,Volkswagen,2027-04-01,3.6999316,127.42946898937225
424,Volkswagen,2027-05-01,3.7111988,127.42946743965149
425,Volkswagen,2027-06-01,3.7161975,127.426229596138
426,Volkswagen,2027-07-01,3.7184153,127.42946743965149
427,Volkswagen,2027-08-01,3.7193992,127.42946743965149
428,Volkswagen,2027-09-01,3.7198358,127.6111067533493
429,Volkswagen,2027-10-01,3.7200294,127.42946743965149
430,Volkswagen,2027-11-01,3.7201154,127.42946743965149
431,Volkswagen,2027-12-01,3.7201536,127.42928373813629
432,Volvo,2027-01-01,1.8850269,121.82675743103027
433,Volvo,2027-02-01,1.9462849,121.82675743103027
434,Volvo,2027-03-01,1.9462849,121.82675743103027
435,Volvo,2027-04-01,1.9462849,121.82675743103027
436,Volvo,2027-05-01,1.9462849,121.82675743103027
437,Volvo,2027-06-01,1.9462849,121.82675743103027
438,Volvo,2027-07-01,1.9462849,121.82675743103027
439,Volvo,2027-08-01,1.9462849,121.82675743103027
440,Volvo,2027-09-01,1.9462849,121.82675743103027
441,Volvo,2027-10-01,1.9462849,121.82675743103027
442,Volvo,2027-11-01,1.9462849,121.82675743103027
443,Volvo,2027-12-01,1.9462849,121.82675743103027
444,Aurora/Acura,2027-01-01,1.0888889,9.01612901687622
445,Aurora/Acura,2027-02-01,1.0888889,9.01612901687622
446,Aurora/Acura,2027-03-01,1.0888889,9.01612901687622
447,Aurora/Acura,2027-04-01,1.0888889,9.01612901687622
448,Aurora/Acura,2027-05-01,1.0888889,9.01612901687622
449,Aurora/Acura,2027-06-01,1.0888889,9.01612901687622
450,Aurora/Acura,2027-07-01,1.0888889,9.01612901687622
451,Aurora/Acura,2027-08-01,1.0888889,9.01612901687622
452,Aurora/Acura,2027-09-01,1.0888889,9.01612901687622
453,Aurora/Acura,2027-10-01,1.0888889,9.01612901687622
454,Aurora/Acura,2027-11-01,1.0888889,9.01612901687622
455,Aurora/Acura,2027-12-01,1.0888889,9.01612901687622
456,Aurora/Audi,2027-01-01,0.99946034,9.07670247554779
457,Aurora/Audi,2027-02-01,1.0987328,9.07670247554779
458,Aurora/Audi,2027-03-01,1.0987328,9.07670247554779
459,Aurora/Audi,2027-04-01,1.0987328,9.07670247554779
460,Aurora/Audi,2027-05-01,1.0987328,9.07670247554779
461,Aurora/Audi,2027-06-01,1.0987328,9.07670247554779
462,Aurora/Audi,2027-07-01,1.0987328,9.07670247554779
463,Aurora/Audi,2027-08-01,1.0987328,9.07670247554779
464,Aurora/Audi,2027-09-01,1.0987328,9.07670247554779
465,Aurora/Audi,2027-10-01,1.0987328,9.07670247554779
466,Aurora/Audi,2027-11-01,1.0987328,9.07670247554779
467,Aurora/Audi,2027-12-01,1.0987328,9.07670247554779
468,Aurora/BMW,2027-01-01,1.112676,9.042178511619568
469,Aurora/BMW,2027-02-01,1.112676,9.08763301372528
470,Aurora/BMW,2027-03-01,1.112676,9.08763301372528
471,Aurora/BMW,2027-04-01,1.112676,9.08763301372528
472,Aurora/BMW,2027-05-01,1.112676,9.08763301372528
473,Aurora/BMW,2027-06-01,1.112676,9.08763301372528
474,Aurora/BMW,2027-07-01,1.112676,9.08763301372528
475,Aurora/BMW,2027-08-01,1.112676,9.08763301372528
476,Aurora/BMW,2027-09-01,1.112676,9.08763301372528
477,Aurora/BMW,2027-10-01,1.112676,9.08763301372528
478,Aurora/BMW,2027-11-01,1.112676,9.08763301372528
479,Aurora/BMW,2027-12-01,1.112676,9.08763301372528
480,Aurora/Buick,2027-01-01,1.0684931,12.123255848884583
481,Aurora/Buick,2027-02-01,1.0684931,12.123255848884583
482,Aurora/Buick,2027-03-01,1.0684931,12.123255848884583
483,Aurora/Buick,2027-04-01,1.0684931,12.123255848884583
484,Aurora/Buick,2027-05-01,1.0684931,12.123255848884583
485,Aurora/Buick,2027-06-01,1.0684931,12.123255848884583
486,Aurora/Buick,2027-07-01,1.0684931,12.123255848884583
487,Aurora/Buick,2027-08-01,1.0684931,12.123255848884583
488,Aurora/Buick,2027-09-01,1.0684931,12.123255848884583
489,Aurora/Buick,2027-10-01,1.0684931,12.123255848884583
490,Aurora/Buick,2027-11-01,1.0684931,12.123255848884583
491,Aurora/Buick,2027-12-01,1.0684931,12.123255848884583
